,Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper
88976,Pertussis,Mono,2001,Female,0,6031,0.0,0.0,61.147
127888,Tuberculosis,Santa Clara,2004,Female,85,840509,10.113,8.078,12.505
62206,HIV,Merced,2003,Female,0,114558,0.0,0.0,3.22
99748,"Rabies, human",Siskiyou,2007,Male,0,22227,0.0,0.0,16.595
37088,Dengue,Butte,2013,Female,0,111548,0.0,0.0,3.307
23156,Cholera,Los Angeles,2006,Female,0,4961211,0.0,0.0,0.07400000000000001
92939,Psittacosis,California,2007,Male,1,18180620,0.006,0.0,0.031
37801,Dengue,Mariposa,2010,Female,0,8958,0.0,0.0,41.17100000000001
105259,Salmonellosis,San Joaquin,2009,Female,55,341446,16.108,12.135,20.965999999999998
6907,Babesiosis,Sierra,2003,Male,0,1795,0.0,0.0,205.298
93025,Psittacosis,Alpine,2008,Female,0,581,0.0,0.0,632.908
101227,Relapsing Fever,Mendocino,2004,Female,0,44205,0.0,0.0,8.345
6444,Babesiosis,San Benito,2003,Female,0,27497,0.0,0.0,13.415
53794,Hantavirus Infection,El Dorado,2004,Male,0,85104,0.0,0.0,4.334
112346,Shigellosis,Ventura,2012,Male,8,414329,1.931,0.8340000000000001,3.804
136438,Varicella Hospitalizations,Nevada,2013,Male,0,48387,0.0,0.0,7.622999999999999
137156,Vibrio Infection (non-Cholera),Contra Costa,2004,Female,1,511239,0.196,0.005,1.09
14310,"Botulism, Wound",Santa Clara,2013,Male,2,928254,0.215,0.026000000000000002,0.778
39287,Dengue,Yolo,2014,Male,0,101047,0.0,0.0,3.6510000000000002
53290,Gonorrhea,Ventura,2005,Female,122,400152,30.488000000000003,25.319000000000003,36.402
111650,Shigellosis,San Luis Obispo,2002,Female,3,123484,2.4290000000000003,0.501,7.1
27938,Coccidioidomycosis,Kings,2001,Male,32,75993,42.108999999999995,28.804000000000002,59.44
73814,Leptospirosis,San Diego,2008,Female,0,1518655,0.0,0.0,0.243
127589,Tuberculosis,San Bernardino,2002,Male,38,897124,4.236000000000001,2.997,5.814
80423,Malaria,Madera,2002,Male,0,61679,0.0,0.0,5.981
83771,Measles,San Mateo,2004,Female,0,356547,0.0,0.0,1.035
44901,E. coli Other STEC (non-O157),Madera,2011,Male,0,73158,0.0,0.0,5.042
103023,Rubella,Lassen,2013,Female,0,12104,0.0,0.0,30.471999999999998
69782,Leprosy,California,2012,Female,6,19028077,0.032,0.012,0.069
81463,Malaria,Santa Cruz,2011,Female,0,132997,0.0,0.0,2.7739999999999996
24113,Cholera,Santa Barbara,2007,Female,0,207530,0.0,0.0,1.778
54234,Hantavirus Infection,Madera,2003,Female,0,68998,0.0,0.0,5.346
126751,Tuberculosis,Kings,2003,Female,3,59166,5.071000000000001,1.046,14.817
22478,Cholera,Alpine,2014,Female,0,534,0.0,0.0,688.421
29655,Coccidioidomycosis,Ventura,2011,Female,23,417598,5.507999999999999,3.491,8.264
112972,Spotted Fever Rickettsiosis,Humboldt,2011,Female,0,66976,0.0,0.0,5.507999999999999
69307,Legionellosis,Solano,2008,Female,1,206443,0.484,0.012,2.699
48316,Early Syphilis,Ventura,2008,Female,1,408229,0.245,0.006,1.365
7216,Babesiosis,Trinity,2007,Female,0,6689,0.0,0.0,55.133
11674,"Botulism, Other",San Luis Obispo,2007,Male,0,135362,0.0,0.0,2.725
16175,Brucellosis,Nevada,2004,Male,0,47997,0.0,0.0,7.685
102353,Relapsing Fever,Sonoma,2010,Male,0,238005,0.0,0.0,1.55
23091,Cholera,Lake,2012,Male,0,32201,0.0,0.0,11.455
84951,Mumps,Napa,2014,Male,0,70493,0.0,0.0,5.233
8317,"Botulism, Foodborne",Madera,2010,Female,0,78527,0.0,0.0,4.697
104489,Salmonellosis,Marin,2005,Female,20,124976,16.003,9.775,24.714000000000002
106644,Scombroid Fish Poisoning,Imperial,2013,Male,0,92160,0.0,0.0,4.003
139878,Yersiniosis,Imperial,2007,Female,0,80846,0.0,0.0,4.563
131332,"Typhoid Fever, case",Contra Costa,2007,Male,1,498501,0.201,0.005,1.1179999999999999
74495,Leptospirosis,Tulare,2010,Female,0,221174,0.0,0.0,1.6680000000000001
3217,Anaplasmosis and Ehrlichiosis,Lake,2008,Male,0,32211,0.0,0.0,11.452
116012,Staphylococcus aureus Infection (cases resulting in death or ICU),Stanislaus,2010,Female,0,260328,0.0,0.0,1.4169999999999998
16235,Brucellosis,Orange,2010,Male,2,1492384,0.134,0.016,0.484
81048,Malaria,Sacramento,2014,Male,4,716435,0.5579999999999999,0.152,1.43
55438,Hantavirus Infection,Solano,2011,Female,0,207595,0.0,0.0,1.777
24593,Cholera,Trinity,2013,Female,0,6557,0.0,0.0,56.243
106177,Scombroid Fish Poisoning,Alpine,2012,Female,0,535,0.0,0.0,687.1389999999999
130549,Tularemia,Siskiyou,2012,Male,0,22592,0.0,0.0,16.327
37798,Dengue,Mariposa,2009,Female,0,9007,0.0,0.0,40.946999999999996
5433,Babesiosis,Glenn,2002,Male,0,13541,0.0,0.0,27.239
19243,Campylobacteriosis,Santa Cruz,2001,Female,0,128410,0.0,0.0,2.873
109982,Shigellosis,Alameda,2002,Female,56,748222,7.484,5.654,9.719
9630,"Botulism, Foodborne",Sutter,2004,Male,0,42631,0.0,0.0,8.652999999999999
78085,Lyme Disease,Mariposa,2012,Female,0,8865,0.0,0.0,41.603
84389,Measles,Tuolumne,2014,Female,0,25373,0.0,0.0,14.538
83342,Measles,Placer,2001,Female,0,135208,0.0,0.0,2.728
16025,Brucellosis,Modoc,2010,Male,0,4868,0.0,0.0,75.749
48934,Giardiasis,Humboldt,2004,Female,6,65925,9.101,3.34,19.809
2542,Anaplasmosis and Ehrlichiosis,Alameda,2008,Female,0,760368,0.0,0.0,0.485
109390,Shiga Toxin Positive Feces (without culture confirmation),San Bernardino,2008,Female,1,1012903,0.099,0.002,0.55
47632,Early Syphilis,San Luis Obispo,2004,Male,4,132585,3.017,0.8220000000000001,7.724
115068,Staphylococcus aureus Infection (cases resulting in death or ICU),Tulare,2013,Female,5,227227,2.2,0.7140000000000001,5.135
37409,Dengue,Humboldt,2008,Female,0,66619,0.0,0.0,5.537000000000001
31411,Cryptosporidiosis,Calaveras,2004,Male,0,21909,0.0,0.0,16.836
100267,Relapsing Fever,California,2012,Male,3,18841496,0.016,0.003,0.047
88532,Pertussis,Kern,2007,Female,2,390363,0.512,0.062,1.851
107955,Scombroid Fish Poisoning,Shasta,2011,Female,0,90445,0.0,0.0,4.079
49172,Giardiasis,Lake,2006,Male,3,31812,9.431000000000001,1.945,27.557
104839,Salmonellosis,Nevada,2009,Male,3,48719,6.1579999999999995,1.27,17.995
113786,Spotted Fever Rickettsiosis,Plumas,2002,Male,0,10362,0.0,0.0,35.594
17665,Campylobacteriosis,Colusa,2003,Female,2,9661,20.701,2.5069999999999997,74.762
10276,"Botulism, Other",Contra Costa,2003,Female,0,507028,0.0,0.0,0.728
41509,Diphtheria,Sutter,2011,Female,0,47704,0.0,0.0,7.733
63390,HIV,Tehama,2003,Male,1,28956,3.4539999999999997,0.087,19.24
76529,Malaria,Inyo,2011,Female,0,9185,0.0,0.0,40.154
100652,Relapsing Fever,El Dorado,2014,Male,0,91911,0.0,0.0,4.013
99231,"Rabies, human",San Benito,2003,Female,0,27497,0.0,0.0,13.415
125042,Trichinosis,Sacramento,2007,Male,0,679642,0.0,0.0,0.5429999999999999
126304,Tuberculosis,Calaveras,2008,Female,0,22864,0.0,0.0,16.133
92711,"Plague, human",Tulare,2001,Male,0,187217,0.0,0.0,1.97
139956,Yersiniosis,Kern,2005,Female,1,369284,0.271,0.006999999999999999,1.5090000000000001
69003,Legionellosis,San Luis Obispo,2004,Male,0,132585,0.0,0.0,2.782
82187,Measles,Amador,2008,Male,0,20701,0.0,0.0,17.817999999999998
140755,Yersiniosis,Sacramento,2010,Female,0,724678,0.0,0.0,0.509
39085,Dengue,Trinity,2003,Female,0,6516,0.0,0.0,56.597
113182,Spotted Fever Rickettsiosis,Lake,2011,Female,1,32084,3.117,0.079,17.365
91651,"Plague, human",Nevada,2004,Female,0,49110,0.0,0.0,7.511
81734,Malaria,Sutter,2004,Female,0,43461,0.0,0.0,8.487
23281,Cholera,Mariposa,2005,Male,0,9169,0.0,0.0,40.224000000000004
2847,Anaplasmosis and Ehrlichiosis,Del Norte,2011,Female,0,12618,0.0,0.0,29.230999999999998
47614,Early Syphilis,San Joaquin,2012,Male,85,347738,24.444000000000003,19.525,30.224
133213,"Typhoid Fever, case",Tehama,2005,Male,0,30014,0.0,0.0,12.29
127846,Tuberculosis,Santa Barbara,2004,Female,5,205110,2.438,0.792,5.689
10178,"Botulism, Other",Butte,2012,Male,0,109565,0.0,0.0,3.367
45154,E. coli Other STEC (non-O157),Nevada,2014,Male,0,48602,0.0,0.0,7.59
45650,E. coli Other STEC (non-O157),Solano,2008,Male,0,206724,0.0,0.0,1.784
96954,Q Fever,San Joaquin,2002,Female,0,302553,0.0,0.0,1.219
89113,Psittacosis,Colusa,2008,Female,0,10363,0.0,0.0,35.59
43416,E. coli O157,San Diego,2001,Male,15,1441983,1.04,0.5820000000000001,1.716
115526,Staphylococcus aureus Infection (cases resulting in death or ICU),Monterey,2010,Male,3,214157,1.401,0.289,4.093999999999999
42132,E. coli O157,Colusa,2011,Female,0,10441,0.0,0.0,35.324
82805,Measles,Lassen,2004,Male,0,22079,0.0,0.0,16.706
7081,Babesiosis,Stanislaus,2004,Female,0,248433,0.0,0.0,1.485
130201,Tularemia,San Joaquin,2008,Male,0,336325,0.0,0.0,1.097
88614,Pertussis,Lake,2006,Male,2,31812,6.287000000000001,0.7609999999999999,22.709
49143,Giardiasis,Kings,2011,Female,1,65733,1.521,0.039,8.476
55946,Hemolytic Uremic Syndrome,Alameda,2012,Female,3,784429,0.382,0.079,1.1179999999999999
70303,Leprosy,Humboldt,2012,Female,0,66729,0.0,0.0,5.528
89988,Pertussis,Sonoma,2003,Male,5,230188,2.1719999999999997,0.705,5.069
73584,Leptospirosis,Plumas,2001,Male,0,10363,0.0,0.0,35.59
15584,Brucellosis,Kern,2003,Male,0,369504,0.0,0.0,0.998
30488,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Orange,2011,Male,1,1506897,0.066,0.002,0.37
86344,Paralytic Shellfish Poisoning,Mariposa,2003,Female,0,8716,0.0,0.0,42.31399999999999
90859,"Plague, human",Fresno,2007,Female,0,450080,0.0,0.0,0.82
77334,Lyme Disease,Butte,2014,Female,2,112637,1.776,0.215,6.414
96609,Q Fever,Orange,2013,Female,0,1566211,0.0,0.0,0.23600000000000002
112919,Spotted Fever Rickettsiosis,Glenn,2007,Male,0,14142,0.0,0.0,26.081
87887,Pertussis,California,2002,Male,576,17384620,3.313,3.048,3.595
12719,"Botulism, Wound",Calaveras,2007,Male,0,22796,0.0,0.0,16.180999999999997
101126,Relapsing Fever,Madera,2012,Male,0,72833,0.0,0.0,5.065
131779,"Typhoid Fever, case",Lassen,2002,Male,0,21419,0.0,0.0,17.221
129894,Tularemia,Plumas,2004,Female,0,10447,0.0,0.0,35.304
48033,Early Syphilis,Sonoma,2012,Female,4,247993,1.6130000000000002,0.439,4.13
23127,Cholera,Lassen,2010,Male,0,22516,0.0,0.0,16.382
44960,E. coli Other STEC (non-O157),Mariposa,2013,Female,0,8836,0.0,0.0,41.74
4489,Anaplasmosis and Ehrlichiosis,Siskiyou,2010,Male,0,22392,0.0,0.0,16.473
12163,"Botulism, Other",Sutter,2004,Male,0,42631,0.0,0.0,8.652999999999999
59452,"Hepatitis B, Acute",Orange,2013,Female,5,1566211,0.319,0.10400000000000001,0.745
77392,Lyme Disease,Colusa,2005,Male,0,10493,0.0,0.0,35.149
95119,Psittacosis,Tulare,2002,Female,0,190521,0.0,0.0,1.936
20644,Chlamydia,Lassen,2005,Female,27,12495,216.08,142.44899999999998,314.24
10951,"Botulism, Other",Mendocino,2004,Female,0,44205,0.0,0.0,8.345
46892,Early Syphilis,Mariposa,2009,Male,0,9274,0.0,0.0,39.769
104361,Salmonellosis,Lassen,2004,Male,0,22079,0.0,0.0,16.706
141424,Yersiniosis,Stanislaus,2009,Female,0,258796,0.0,0.0,1.425
117165,Streptococcal Infection (cases in food and dairy workers),Mendocino,2006,Female,0,43894,0.0,0.0,8.404
118777,Tetanus,Alpine,2011,Male,0,581,0.0,0.0,632.908
76740,Listeriosis,Sonoma,2012,Male,1,240307,0.41600000000000004,0.011000000000000001,2.319
83165,Measles,Mono,2012,Female,0,6801,0.0,0.0,54.226000000000006
140174,Yersiniosis,Madera,2012,Male,0,72833,0.0,0.0,5.065
86848,Paralytic Shellfish Poisoning,Sacramento,2003,Female,0,674719,0.0,0.0,0.547
41821,E. coli O157,California,2003,Female,162,17783924,0.9109999999999999,0.7759999999999999,1.063
70201,Measles,Modoc,2005,Male,0,4851,0.0,0.0,76.015
51580,Gonorrhea,Kings,2003,Male,40,79606,50.247,35.9,68.417
60992,"Hepatitis E, acute infection",San Francisco,2014,Female,0,412902,0.0,0.0,0.893
82232,Measles,Butte,2009,Male,0,108320,0.0,0.0,3.405
10319,"Botulism, Other",Del Norte,2003,Male,0,15418,0.0,0.0,23.923000000000002
12006,"Botulism, Other",Solano,2006,Female,0,205356,0.0,0.0,1.796
71056,Leprosy,Placer,2003,Female,0,148411,0.0,0.0,2.4859999999999998
133609,Typhus Fever,Alpine,2011,Male,0,581,0.0,0.0,632.908
45814,E. coli Other STEC (non-O157),Tulare,2008,Male,0,215925,0.0,0.0,1.7080000000000002
61722,HIV,Humboldt,2008,Female,1,66619,1.501,0.038,8.363
45503,E. coli Other STEC (non-O157),Santa Barbara,2013,Male,4,217146,1.8419999999999999,0.502,4.716
54266,Hantavirus Infection,Madera,2013,Male,0,73609,0.0,0.0,5.011
60464,"Hepatitis C, Acute",Tulare,2011,Male,0,224201,0.0,0.0,1.645
21998,Chlamydia,Stanislaus,2008,Female,1516,258191,587.163,558.054,617.387
62732,HIV,San Bernardino,2010,Female,28,1025294,2.7310000000000003,1.815,3.947
133447,"Typhoid Fever, case",Yolo,2013,Male,0,100538,0.0,0.0,3.6689999999999996
6780,Babesiosis,Santa Clara,2003,Female,0,838473,0.0,0.0,0.44
65346,Invasive Meningococcal Disease,Imperial,2014,Female,0,88072,0.0,0.0,4.188
108681,Shiga Toxin Positive Feces (without culture confirmation),Colusa,2014,Male,0,11117,0.0,0.0,33.177
86588,Paralytic Shellfish Poisoning,Monterey,2014,Male,0,218888,0.0,0.0,1.685
97704,Q Fever,Ventura,2014,Female,1,424467,0.23600000000000002,0.006,1.3130000000000002
49474,Giardiasis,Merced,2009,Female,2,126418,1.5819999999999999,0.192,5.715
129620,Tularemia,Modoc,2010,Male,0,4868,0.0,0.0,75.749
117888,Streptococcal Infection (cases in food and dairy workers),San Luis Obispo,2008,Male,0,136757,0.0,0.0,2.697
31224,Cryptosporidiosis,California,2012,Female,182,19028077,0.956,0.823,1.1059999999999999
126194,Tuberculosis,Alpine,2013,Male,0,579,0.0,0.0,635.087
42886,E. coli O157,Merced,2010,Female,2,127004,1.575,0.191,5.688
16003,Brucellosis,Modoc,2003,Female,0,4695,0.0,0.0,78.54
96505,Q Fever,Napa,2006,Male,0,65795,0.0,0.0,5.606
107799,Scombroid Fish Poisoning,Santa Barbara,2001,Male,0,201896,0.0,0.0,1.827
3043,Anaplasmosis and Ehrlichiosis,Imperial,2006,Male,0,83936,0.0,0.0,4.395
65949,Invasive Meningococcal Disease,Napa,2004,Female,0,65235,0.0,0.0,5.655
8919,"Botulism, Foodborne",Sacramento,2014,Male,0,716435,0.0,0.0,0.515
116398,Streptococcal Infection (cases in food and dairy workers),Calaveras,2004,Female,0,22015,0.0,0.0,16.755
70757,Leprosy,Mendocino,2010,Female,0,43822,0.0,0.0,8.418
128882,Tularemia,Del Norte,2002,Male,0,15277,0.0,0.0,24.144000000000002
73884,Leptospirosis,San Joaquin,2003,Male,0,309559,0.0,0.0,1.192
126284,Tuberculosis,Calaveras,2001,Male,0,20634,0.0,0.0,17.875999999999998
19395,Campylobacteriosis,Siskiyou,2009,Male,3,22361,13.415999999999999,2.767,39.203
11709,"Botulism, Other",San Mateo,2005,Female,0,355457,0.0,0.0,1.038
22356,Cholera,California,2001,Male,0,17174034,0.0,0.0,0.021
1600,Amebiasis,San Francisco,2002,Female,16,385350,4.152,2.373,6.742999999999999
113546,Spotted Fever Rickettsiosis,Mono,2006,Male,0,7627,0.0,0.0,48.354
93329,Psittacosis,Fresno,2009,Male,0,461948,0.0,0.0,0.799
116147,Staphylococcus aureus Infection (cases resulting in death or ICU),Yolo,2012,Female,1,105027,0.9520000000000001,0.024,5.305
115924,Staphylococcus aureus Infection (cases resulting in death or ICU),Sierra,2009,Female,0,1601,0.0,0.0,230.146
106881,Scombroid Fish Poisoning,Los Angeles,2008,Female,2,4966464,0.04,0.005,0.145
33972,Cyclosporiasis,Merced,2013,Female,0,130194,0.0,0.0,2.833
34140,Cyclosporiasis,San Francisco,2013,Female,0,409265,0.0,0.0,0.9009999999999999
127960,Tuberculosis,Santa Cruz,2014,Female,1,135956,0.736,0.019,4.098
81389,Malaria,Santa Barbara,2014,Male,1,219367,0.456,0.012,2.54
3782,Anaplasmosis and Ehrlichiosis,Orange,2013,Female,0,1566211,0.0,0.0,0.23600000000000002
81915,Malaria,Tuolumne,2008,Male,0,29645,0.0,0.0,12.443
82879,Measles,Madera,2001,Female,0,65826,0.0,0.0,5.604
25219,Ciguatera Fish Poisoning,El Dorado,2011,Male,0,90298,0.0,0.0,4.085
102536,Relapsing Fever,Tulare,2001,Male,0,187217,0.0,0.0,1.97
5780,Babesiosis,Los Angeles,2006,Male,1,4827681,0.021,0.001,0.115
13028,"Botulism, Wound",Humboldt,2012,Male,0,67872,0.0,0.0,5.435
108317,Scombroid Fish Poisoning,Tulare,2005,Male,0,204263,0.0,0.0,1.806
122494,Toxic Shock Syndrome (Non-Streptococcal),Plumas,2012,Female,0,9964,0.0,0.0,37.015
116977,Streptococcal Infection (cases in food and dairy workers),Lassen,2013,Male,0,21582,0.0,0.0,17.090999999999998
139858,Yersiniosis,Humboldt,2014,Male,0,67887,0.0,0.0,5.434
112985,Spotted Fever Rickettsiosis,Imperial,2001,Male,0,75334,0.0,0.0,4.897
108530,Shiga Toxin Positive Feces (without culture confirmation),California,2012,Male,32,18841496,0.17,0.11599999999999999,0.24
98965,"Rabies, human",Napa,2006,Female,0,66125,0.0,0.0,5.577999999999999
91706,"Plague, human",Orange,2008,Male,0,1477630,0.0,0.0,0.25
41414,Diphtheria,Sonoma,2007,Male,0,232651,0.0,0.0,1.5859999999999999
32666,Cryptosporidiosis,San Benito,2001,Male,0,27611,0.0,0.0,13.359000000000002
118931,Tetanus,Colusa,2006,Male,0,10665,0.0,0.0,34.583
33997,Cyclosporiasis,Mono,2013,Male,0,7618,0.0,0.0,48.411
26558,Ciguatera Fish Poisoning,San Mateo,2009,Female,1,363936,0.275,0.006999999999999999,1.531
120605,Tetanus,Sierra,2004,Female,0,1711,0.0,0.0,215.36599999999999
18068,Campylobacteriosis,Kern,2011,Male,163,440507,37.003,31.541,43.138000000000005
129801,Tularemia,Orange,2001,Female,0,1456262,0.0,0.0,0.253
47394,Early Syphilis,Sacramento,2009,Male,82,691550,11.857000000000001,9.431000000000001,14.718
58245,Hemolytic Uremic Syndrome,Ventura,2006,Male,0,398713,0.0,0.0,0.925
80413,Malaria,Los Angeles,2013,Female,10,5073236,0.19699999999999998,0.095,0.36200000000000004
3171,Anaplasmosis and Ehrlichiosis,Kings,2007,Female,0,64272,0.0,0.0,5.739
39614,Diphtheria,Colusa,2011,Female,0,10441,0.0,0.0,35.324
44708,E. coli Other STEC (non-O157),Imperial,2010,Male,1,90237,1.1079999999999999,0.027999999999999997,6.1739999999999995
104495,Salmonellosis,Marin,2007,Female,11,126059,8.726,4.356,15.613
130284,Tularemia,San Mateo,2008,Female,0,361593,0.0,0.0,1.02
24321,Cholera,Siskiyou,2006,Male,0,22214,0.0,0.0,16.605
7132,Babesiosis,Sutter,2007,Female,0,46629,0.0,0.0,7.9110000000000005
133719,Typhus Fever,Calaveras,2006,Female,0,22693,0.0,0.0,16.254
119891,Tetanus,Nevada,2010,Female,0,49853,0.0,0.0,7.399
47800,Early Syphilis,Santa Cruz,2004,Male,9,127160,7.077999999999999,3.236,13.435
116458,Streptococcal Infection (cases in food and dairy workers),Colusa,2010,Female,0,10435,0.0,0.0,35.345
101603,Relapsing Fever,Plumas,2003,Male,0,10384,0.0,0.0,35.518
127141,Tuberculosis,Modoc,2007,Female,0,4744,0.0,0.0,77.729
31729,Cryptosporidiosis,Humboldt,2012,Female,8,66729,11.989,5.176,23.621
32904,Cryptosporidiosis,San Luis Obispo,2010,Male,10,138264,7.233,3.468,13.3
52964,Gonorrhea,Sonoma,2001,Male,17,228786,7.431,4.329,11.897
108469,Scombroid Fish Poisoning,Yolo,2014,Female,0,106165,0.0,0.0,3.475
103128,Rubella,Modoc,2013,Female,0,4724,0.0,0.0,78.058
36386,Cysticercosis or Taeniasis,Siskiyou,2003,Male,0,22027,0.0,0.0,16.746
6741,Babesiosis,Santa Barbara,2004,Female,0,205110,0.0,0.0,1.798
123498,Toxic Shock Syndrome (Non-Streptococcal),Ventura,2009,Female,0,411541,0.0,0.0,0.8959999999999999
38084,Dengue,Nevada,2005,Male,0,48333,0.0,0.0,7.632000000000001
92768,"Plague, human",Tuolumne,2006,Male,0,29888,0.0,0.0,12.342
83904,Measles,Santa Cruz,2006,Female,0,127995,0.0,0.0,2.8819999999999997
121329,Toxic Shock Syndrome (Non-Streptococcal),Butte,2014,Female,0,112637,0.0,0.0,3.275
91753,"Plague, human",Placer,2010,Female,0,179214,0.0,0.0,2.0580000000000003
42108,E. coli O157,Colusa,2003,Female,0,9661,0.0,0.0,38.176
39641,Diphtheria,Contra Costa,2006,Female,0,517107,0.0,0.0,0.713
130486,Tularemia,Sierra,2005,Male,0,1737,0.0,0.0,212.145
97224,Q Fever,Shasta,2008,Female,0,89894,0.0,0.0,4.104
1102,Amebiasis,Mono,2004,Female,0,6322,0.0,0.0,58.333
41209,Diphtheria,Santa Cruz,2009,Female,0,131177,0.0,0.0,2.812
755,Amebiasis,Lake,2014,Male,0,32515,0.0,0.0,11.345
45258,E. coli Other STEC (non-O157),Riverside,2013,Female,6,1137546,0.527,0.19399999999999998,1.148
41791,Diphtheria,Yuba,2007,Female,0,34930,0.0,0.0,10.56
137348,Vibrio Infection (non-Cholera),Glenn,2012,Female,0,14136,0.0,0.0,26.092
98989,"Rabies, human",Napa,2014,Female,0,69855,0.0,0.0,5.281000000000001
42802,E. coli O157,Mariposa,2010,Female,0,8958,0.0,0.0,41.17100000000001
106580,Scombroid Fish Poisoning,Humboldt,2006,Female,0,66298,0.0,0.0,5.564
102329,Relapsing Fever,Sonoma,2002,Male,0,229080,0.0,0.0,1.61
42184,E. coli O157,Contra Costa,2014,Male,3,534708,0.561,0.11599999999999999,1.64
139281,Vibrio Infection (non-Cholera),Yuba,2004,Female,1,32422,3.0839999999999996,0.078,17.184
127450,Tuberculosis,Plumas,2012,Female,0,9964,0.0,0.0,37.015
16616,Brucellosis,San Joaquin,2011,Male,0,345146,0.0,0.0,1.069
9867,"Botulism, Foodborne",Ventura,2013,Male,0,417301,0.0,0.0,0.884
118747,Tetanus,Alpine,2001,Female,0,589,0.0,0.0,624.3380000000001
88230,Pertussis,Del Norte,2004,Male,0,15600,0.0,0.0,23.644000000000002
69732,Legionellosis,Yuba,2009,Male,0,36173,0.0,0.0,10.197000000000001
104121,Salmonellosis,Humboldt,2008,Male,10,66582,15.019,7.202000000000001,27.619
29031,Coccidioidomycosis,San Mateo,2014,Female,1,380349,0.263,0.006999999999999999,1.465
59264,"Hepatitis B, Acute",Inyo,2014,Male,0,9468,0.0,0.0,38.954
49651,Giardiasis,Napa,2012,Female,3,68652,4.37,0.9009999999999999,12.77
23547,Cholera,Napa,2014,Male,0,70493,0.0,0.0,5.233
87394,Paralytic Shellfish Poisoning,Siskiyou,2006,Female,0,22677,0.0,0.0,16.266
89650,Pertussis,San Mateo,2003,Female,9,357397,2.5180000000000002,1.151,4.78
94990,Psittacosis,Stanislaus,2010,Male,0,254855,0.0,0.0,1.4469999999999998
63195,HIV,Siskiyou,2008,Female,0,22683,0.0,0.0,16.261
27910,Coccidioidomycosis,Kern,2006,Female,421,380855,110.541,100.23700000000001,121.615
139339,Yersiniosis,California,2009,Male,44,18445222,0.239,0.17300000000000001,0.32
63309,HIV,Stanislaus,2004,Male,20,241850,8.27,5.051,12.770999999999999
66990,Invasive Meningococcal Disease,Trinity,2002,Female,0,6408,0.0,0.0,57.55
96540,Q Fever,Nevada,2004,Female,0,49110,0.0,0.0,7.511
53664,Hantavirus Infection,Colusa,2003,Male,0,10024,0.0,0.0,36.794000000000004
37339,Dengue,Fresno,2012,Male,0,474153,0.0,0.0,0.778
116356,Streptococcal Infection (cases in food and dairy workers),Butte,2004,Male,0,104466,0.0,0.0,3.531
71426,Leprosy,San Luis Obispo,2006,Male,0,134144,0.0,0.0,2.75
10192,"Botulism, Other",Calaveras,2003,Female,0,21655,0.0,0.0,17.033
47052,Early Syphilis,Mono,2006,Male,0,7627,0.0,0.0,48.354
13955,"Botulism, Wound",Sacramento,2012,Male,0,703543,0.0,0.0,0.524
45556,E. coli Other STEC (non-O157),Santa Cruz,2013,Female,4,135411,2.9539999999999997,0.805,7.563
50020,Giardiasis,San Diego,2009,Female,109,1531512,7.117000000000001,5.843999999999999,8.585
14877,"Botulism, Wound",Yolo,2006,Male,0,93037,0.0,0.0,3.965
67671,Legionellosis,El Dorado,2005,Male,0,86534,0.0,0.0,4.263
133942,Typhus Fever,Fresno,2010,Male,0,465785,0.0,0.0,0.792
129056,Tularemia,Humboldt,2004,Male,0,65318,0.0,0.0,5.647
76739,Listeriosis,Sonoma,2012,Female,1,247993,0.40299999999999997,0.01,2.247
5457,Babesiosis,Glenn,2010,Male,0,14206,0.0,0.0,25.964000000000002
32383,Cryptosporidiosis,Napa,2005,Male,1,65236,1.5330000000000001,0.039,8.54
24920,Ciguatera Fish Poisoning,Alpine,2010,Female,0,561,0.0,0.0,655.3969999999999
81971,Malaria,Ventura,2013,Female,0,421969,0.0,0.0,0.8740000000000001
117610,Streptococcal Infection (cases in food and dairy workers),Riverside,2014,Male,0,1142533,0.0,0.0,0.32299999999999995
43863,E. coli O157,Siskiyou,2009,Female,1,22589,4.427,0.11199999999999999,24.663
30051,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Humboldt,2010,Female,2,66755,2.9960000000000004,0.363,10.822000000000001
35777,Cysticercosis or Taeniasis,Riverside,2001,Female,0,814467,0.0,0.0,0.45299999999999996
67017,Invasive Meningococcal Disease,Trinity,2011,Female,0,6574,0.0,0.0,56.097
24443,Cholera,Stanislaus,2005,Female,0,252209,0.0,0.0,1.463
106332,Scombroid Fish Poisoning,Colusa,2007,Male,0,10782,0.0,0.0,34.207
93154,Psittacosis,Calaveras,2009,Female,0,22797,0.0,0.0,16.18
6642,Babesiosis,San Joaquin,2013,Female,0,352410,0.0,0.0,1.047
7043,Babesiosis,Sonoma,2005,Male,0,230875,0.0,0.0,1.598
82505,Measles,Glenn,2002,Male,0,13541,0.0,0.0,27.239
100140,"Rabies, human",Ventura,2012,Female,0,419032,0.0,0.0,0.88
132762,"Typhoid Fever, case",San Mateo,2009,Female,0,363936,0.0,0.0,1.014
75241,Listeriosis,Inyo,2002,Male,0,9088,0.0,0.0,40.582
84317,Measles,Tulare,2004,Female,0,199964,0.0,0.0,1.845
96810,Q Fever,San Benito,2010,Female,0,27656,0.0,0.0,13.338
