,Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper
14606,"Botulism, Wound",Stanislaus,2014,Female,0,267560,0.0,0.0,1.379
100913,Relapsing Fever,Kings,2003,Male,0,79606,0.0,0.0,4.6339999999999995
14189,"Botulism, Wound",San Mateo,2001,Female,0,359709,0.0,0.0,1.026
34456,Cysticercosis or Taeniasis,Alameda,2010,Male,0,742365,0.0,0.0,0.49700000000000005
85914,Paralytic Shellfish Poisoning,Humboldt,2003,Female,0,65437,0.0,0.0,5.6370000000000005
85038,Mumps,Sacramento,2013,Male,0,708862,0.0,0.0,0.52
97266,Q Fever,Sierra,2008,Female,0,1617,0.0,0.0,227.87099999999998
120332,Tetanus,San Joaquin,2011,Male,0,345146,0.0,0.0,1.069
8410,"Botulism, Foodborne",Mariposa,2013,Female,0,8836,0.0,0.0,41.74
112622,Spotted Fever Rickettsiosis,Butte,2006,Male,0,106346,0.0,0.0,3.469
121705,Toxic Shock Syndrome (Non-Streptococcal),Imperial,2013,Male,0,92160,0.0,0.0,4.003
107878,Scombroid Fish Poisoning,Santa Clara,2013,Male,0,928254,0.0,0.0,0.397
107153,Scombroid Fish Poisoning,Mono,2010,Male,0,7536,0.0,0.0,48.938
135721,Typhus Fever,Tehama,2005,Female,0,30447,0.0,0.0,12.115
108104,Scombroid Fish Poisoning,Sonoma,2004,Male,0,231042,0.0,0.0,1.597
137055,Vibrio Infection (non-Cholera),Butte,2004,Female,0,107746,0.0,0.0,3.424
43189,E. coli O157,Placer,2010,Female,0,179214,0.0,0.0,2.0580000000000003
64506,Influenza Death (<65 years of age),Shasta,2014,Male,1,87901,1.138,0.028999999999999998,6.337999999999999
75091,Listeriosis,El Dorado,2012,Male,0,91335,0.0,0.0,4.039
123700,Trichinosis,Alpine,2008,Male,0,627,0.0,0.0,586.611
56594,Hemolytic Uremic Syndrome,Lake,2003,Female,2,31191,6.412000000000001,0.777,23.160999999999998
115311,Staphylococcus aureus Infection (cases resulting in death or ICU),Lake,2009,Female,0,32169,0.0,0.0,11.467
69813,Leprosy,Alameda,2008,Male,2,731907,0.273,0.033,0.987
25940,Ciguatera Fish Poisoning,Mono,2013,Male,0,7618,0.0,0.0,48.411
89338,Pertussis,Riverside,2011,Male,86,1104959,7.7829999999999995,6.226,9.612
131719,"Typhoid Fever, case",Kings,2010,Male,0,86475,0.0,0.0,4.266
103059,Rubella,Marin,2010,Female,0,128397,0.0,0.0,2.873
112673,Spotted Fever Rickettsiosis,Calaveras,2009,Male,0,22765,0.0,0.0,16.203
20422,Chlamydia,Imperial,2001,Female,336,69392,484.207,433.917,538.701
136488,Varicella Hospitalizations,Riverside,2010,Female,0,1101193,0.0,0.0,0.335
97893,"Rabies, human",Alpine,2007,Female,0,599,0.0,0.0,613.947
28032,Coccidioidomycosis,Lassen,2004,Male,4,22079,18.117,4.936,46.38
43318,E. coli O157,Sacramento,2011,Female,3,729502,0.41100000000000003,0.085,1.202
33609,Cryptosporidiosis,Yolo,2006,Male,2,93037,2.15,0.26,7.765
129013,Tularemia,Glenn,2004,Female,0,13518,0.0,0.0,27.285
43574,E. coli O157,San Luis Obispo,2012,Female,3,131899,2.274,0.469,6.647
135464,Typhus Fever,Sierra,2003,Male,0,1795,0.0,0.0,205.298
134801,Typhus Fever,Orange,2012,Female,13,1553184,0.8370000000000001,0.446,1.431
12623,"Botulism, Wound",Amador,2003,Male,0,20204,0.0,0.0,18.256
30208,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Lassen,2014,Male,0,21524,0.0,0.0,17.137
61242,HIV,California,2002,Male,5592,17384620,32.166,31.329,33.021
7550,"Botulism, Foodborne",Alpine,2006,Male,0,650,0.0,0.0,565.913
67163,Malaria,Humboldt,2011,Female,0,66976,0.0,0.0,5.507999999999999
62902,HIV,San Luis Obispo,2011,Female,3,131572,2.28,0.47,6.662999999999999
132280,"Typhoid Fever, case",Orange,2002,Male,3,1445349,0.20800000000000002,0.043,0.607
104415,Salmonellosis,Los Angeles,2008,Male,763,4831902,15.790999999999999,14.69,16.952
12280,"Botulism, Other",Tulare,2001,Male,0,187217,0.0,0.0,1.97
5578,Babesiosis,Inyo,2009,Female,0,9205,0.0,0.0,40.067
124768,Trichinosis,Monterey,2014,Female,0,206477,0.0,0.0,1.787
52680,Gonorrhea,Santa Barbara,2005,Female,53,205279,25.819000000000003,19.34,33.77
868,Amebiasis,Madera,2010,Female,0,78527,0.0,0.0,4.697
10087,"Botulism, Other",Alpine,2010,Female,0,561,0.0,0.0,655.3969999999999
67350,Legionellosis,Alameda,2010,Male,2,742365,0.26899999999999996,0.033,0.973
121081,Tetanus,Yuba,2001,Male,0,30952,0.0,0.0,11.917
68556,Legionellosis,Nevada,2010,Female,0,49853,0.0,0.0,7.399
14868,"Botulism, Wound",Yolo,2003,Male,0,88994,0.0,0.0,4.145
121878,Toxic Shock Syndrome (Non-Streptococcal),Lassen,2001,Female,0,12262,0.0,0.0,30.079
42721,E. coli O157,Madera,2011,Female,0,78861,0.0,0.0,4.678
126164,Tuberculosis,Alpine,2003,Male,0,653,0.0,0.0,563.32
974,Amebiasis,Mendocino,2003,Female,0,44097,0.0,0.0,8.365
138822,Vibrio Infection (non-Cholera),Sierra,2013,Male,0,1571,0.0,0.0,234.535
54246,Hantavirus Infection,Madera,2007,Female,0,76189,0.0,0.0,4.842
106623,Scombroid Fish Poisoning,Imperial,2006,Male,0,83936,0.0,0.0,4.395
70168,Leprosy,Fresno,2001,Female,0,407172,0.0,0.0,0.9059999999999999
92525,"Plague, human",Sonoma,2009,Male,0,236628,0.0,0.0,1.5590000000000002
13705,"Botulism, Wound",Napa,2013,Male,0,69824,0.0,0.0,5.2829999999999995
114325,Spotted Fever Rickettsiosis,Santa Cruz,2013,Male,0,135323,0.0,0.0,2.7260000000000004
139045,Vibrio Infection (non-Cholera),Tehama,2009,Male,0,31425,0.0,0.0,11.738
9181,"Botulism, Foodborne",San Luis Obispo,2009,Female,0,130832,0.0,0.0,2.82
132658,"Typhoid Fever, case",San Joaquin,2002,Male,0,300991,0.0,0.0,1.226
69441,Legionellosis,Sutter,2010,Male,0,46965,0.0,0.0,7.854
12589,"Botulism, Wound",Alpine,2006,Female,0,605,0.0,0.0,607.877
9861,"Botulism, Foodborne",Ventura,2011,Male,0,412493,0.0,0.0,0.894
140839,Yersiniosis,San Bernardino,2010,Female,0,1025294,0.0,0.0,0.36
65712,Invasive Meningococcal Disease,Mariposa,2009,Female,0,9007,0.0,0.0,40.946999999999996
130974,Tularemia,Yolo,2014,Female,0,106165,0.0,0.0,3.475
65376,Invasive Meningococcal Disease,Inyo,2010,Female,0,9132,0.0,0.0,40.387
96394,Q Fever,Modoc,2011,Male,0,4819,0.0,0.0,76.51899999999999
40937,Diphtheria,San Francisco,2004,Female,0,384174,0.0,0.0,0.96
84954,Mumps,Nevada,2010,Male,0,48772,0.0,0.0,7.563
3845,Anaplasmosis and Ehrlichiosis,Plumas,2006,Female,0,10380,0.0,0.0,35.532
123319,Toxic Shock Syndrome (Non-Streptococcal),Tehama,2005,Male,0,30014,0.0,0.0,12.29
112150,Shigellosis,Tehama,2003,Male,2,28956,6.907,0.836,24.948
58162,Hemolytic Uremic Syndrome,Tulare,2007,Female,0,211625,0.0,0.0,1.743
93016,Psittacosis,Alpine,2005,Female,0,580,0.0,0.0,633.995
53997,Hantavirus Infection,Inyo,2002,Female,0,9327,0.0,0.0,39.543
67568,Legionellosis,Colusa,2013,Female,0,10523,0.0,0.0,35.049
105584,Salmonellosis,Siskiyou,2005,Female,3,22711,13.209000000000001,2.7239999999999998,38.599000000000004
95757,Q Fever,Fresno,2005,Female,0,436052,0.0,0.0,0.846
68566,Legionellosis,Nevada,2013,Male,0,48387,0.0,0.0,7.622999999999999
42691,E. coli O157,Madera,2001,Female,0,65826,0.0,0.0,5.604
34542,Cysticercosis or Taeniasis,Amador,2011,Female,0,16886,0.0,0.0,21.843000000000004
26359,Ciguatera Fish Poisoning,San Bernardino,2013,Female,0,1041988,0.0,0.0,0.354
116434,Streptococcal Infection (cases in food and dairy workers),Colusa,2002,Female,0,9515,0.0,0.0,38.762
105280,Salmonellosis,San Luis Obispo,2002,Female,11,123484,8.908,4.447,15.937999999999999
8401,"Botulism, Foodborne",Mariposa,2010,Female,0,8958,0.0,0.0,41.17100000000001
138750,Vibrio Infection (non-Cholera),Shasta,2003,Male,0,84233,0.0,0.0,4.379
28475,Coccidioidomycosis,Napa,2011,Male,1,69154,1.446,0.037000000000000005,8.057
52828,Gonorrhea,Shasta,2012,Female,101,90613,111.462,90.79700000000001,135.421
38213,Dengue,Plumas,2006,Male,0,10330,0.0,0.0,35.704
29679,Coccidioidomycosis,Yolo,2005,Female,0,95922,0.0,0.0,3.846
55011,Hantavirus Infection,San Francisco,2009,Male,0,406809,0.0,0.0,0.907
43366,E. coli O157,San Benito,2013,Female,0,28634,0.0,0.0,12.882
139179,Vibrio Infection (non-Cholera),Tuolumne,2012,Female,0,25417,0.0,0.0,14.512
56382,Hemolytic Uremic Syndrome,Humboldt,2003,Female,0,65437,0.0,0.0,5.6370000000000005
127024,Tuberculosis,Mariposa,2010,Female,0,8958,0.0,0.0,41.17100000000001
90817,"Plague, human",El Dorado,2007,Female,0,88622,0.0,0.0,4.162
29420,Coccidioidomycosis,Sutter,2003,Male,0,41653,0.0,0.0,8.856
63005,HIV,Santa Clara,2003,Male,139,855738,16.243,13.655,19.179000000000002
126773,Tuberculosis,Kings,2010,Male,4,86475,4.626,1.26,11.843
60796,"Hepatitis E, acute infection",Mariposa,2013,Female,0,8836,0.0,0.0,41.74
60851,"Hepatitis E, acute infection",Monterey,2011,Male,0,216023,0.0,0.0,1.7080000000000002
63359,HIV,Sutter,2007,Female,2,46629,4.289,0.519,15.493
2652,Babesiosis,Inyo,2006,Male,0,9154,0.0,0.0,40.29
68780,Legionellosis,Sacramento,2014,Male,8,716435,1.117,0.48200000000000004,2.2
98692,"Rabies, human",Marin,2013,Female,0,130130,0.0,0.0,2.835
76120,Listeriosis,San Benito,2001,Male,0,27611,0.0,0.0,13.359000000000002
84474,Measles,Yolo,2014,Male,0,101047,0.0,0.0,3.6510000000000002
122158,Toxic Shock Syndrome (Non-Streptococcal),Merced,2012,Male,0,131467,0.0,0.0,2.806
108699,Shiga Toxin Positive Feces (without culture confirmation),Contra Costa,2012,Male,1,521520,0.192,0.005,1.068
117091,Streptococcal Infection (cases in food and dairy workers),Marin,2009,Male,0,123946,0.0,0.0,2.9760000000000004
138774,Vibrio Infection (non-Cholera),Shasta,2011,Male,0,87561,0.0,0.0,4.213
9836,"Botulism, Foodborne",Ventura,2003,Female,0,396323,0.0,0.0,0.9309999999999999
105340,Salmonellosis,San Mateo,2008,Female,61,361593,16.87,12.904000000000002,21.669
62399,HIV,Napa,2011,Male,11,69154,15.905999999999999,7.941,28.459
66110,Invasive Meningococcal Disease,Plumas,2001,Male,0,10363,0.0,0.0,35.59
115054,Staphylococcus aureus Infection (cases resulting in death or ICU),Tulare,2008,Male,1,215925,0.46299999999999997,0.012,2.58
122609,Toxic Shock Syndrome (Non-Streptococcal),San Benito,2008,Female,0,27450,0.0,0.0,13.437999999999999
127862,Tuberculosis,Santa Barbara,2009,Male,17,212127,8.014,4.669,12.831
5900,Babesiosis,Mariposa,2004,Male,0,9081,0.0,0.0,40.614000000000004
71778,Leprosy,Solano,2012,Female,0,210035,0.0,0.0,1.756
23489,Cholera,Monterey,2009,Female,0,201138,0.0,0.0,1.834
114213,Spotted Fever Rickettsiosis,Santa Barbara,2004,Female,0,205110,0.0,0.0,1.798
112621,Spotted Fever Rickettsiosis,Butte,2006,Female,0,109338,0.0,0.0,3.3739999999999997
100095,"Rabies, human",Tuolumne,2011,Female,0,25869,0.0,0.0,14.259
128992,Tularemia,Fresno,2011,Female,0,469845,0.0,0.0,0.785
84297,Measles,Trinity,2011,Male,0,6951,0.0,0.0,53.056000000000004
53069,Gonorrhea,Sutter,2008,Female,8,47099,16.985,7.332999999999999,33.465
52753,Gonorrhea,Santa Cruz,2001,Female,15,128410,11.681,6.537999999999999,19.266
131536,"Typhoid Fever, case",Humboldt,2005,Male,1,65594,1.525,0.039,8.494
87216,Paralytic Shellfish Poisoning,Santa Clara,2003,Female,0,838473,0.0,0.0,0.44
124639,Trichinosis,Merced,2013,Female,0,130194,0.0,0.0,2.833
96459,Q Fever,Monterey,2005,Female,0,198136,0.0,0.0,1.8619999999999999
68675,Legionellosis,Plumas,2007,Male,0,10277,0.0,0.0,35.888000000000005
97897,"Rabies, human",Alpine,2008,Male,0,627,0.0,0.0,586.611
47749,Early Syphilis,Santa Clara,2001,Male,17,856439,1.985,1.156,3.178
111945,Shigellosis,Siskiyou,2002,Male,0,21881,0.0,0.0,16.857
133312,"Typhoid Fever, case",Tulare,2010,Male,0,221912,0.0,0.0,1.662
100657,Relapsing Fever,Fresno,2002,Female,0,414207,0.0,0.0,0.8909999999999999
117472,Streptococcal Infection (cases in food and dairy workers),Orange,2010,Male,0,1492384,0.0,0.0,0.247
29338,Coccidioidomycosis,Sonoma,2004,Female,0,238891,0.0,0.0,1.544
71392,Leprosy,San Joaquin,2009,Female,1,341446,0.293,0.006999999999999999,1.632
116037,Staphylococcus aureus Infection (cases resulting in death or ICU),Sutter,2011,Male,3,46972,6.3870000000000005,1.317,18.664
137190,Vibrio Infection (non-Cholera),Del Norte,2001,Male,0,15165,0.0,0.0,24.322
106503,Scombroid Fish Poisoning,Fresno,2008,Male,0,456484,0.0,0.0,0.8079999999999999
103276,Rubella,San Benito,2012,Male,0,28275,0.0,0.0,13.046
29071,Coccidioidomycosis,Santa Barbara,2013,Male,15,217146,6.9079999999999995,3.866,11.392999999999999
116548,Streptococcal Infection (cases in food and dairy workers),Del Norte,2011,Male,0,15867,0.0,0.0,23.246
83363,Measles,Placer,2008,Female,0,172768,0.0,0.0,2.135
135320,Typhus Fever,Santa Barbara,2011,Male,0,213871,0.0,0.0,1.725
99303,"Rabies, human",San Bernardino,2013,Female,0,1041988,0.0,0.0,0.354
21061,Chlamydia,Napa,2004,Female,110,65235,168.62099999999998,138.606,203.199
56236,Hemolytic Uremic Syndrome,Del Norte,2010,Male,0,15895,0.0,0.0,23.205
139161,Vibrio Infection (non-Cholera),Tuolumne,2006,Female,0,26670,0.0,0.0,13.831
53824,Hantavirus Infection,El Dorado,2014,Male,0,91911,0.0,0.0,4.013
47396,Early Syphilis,Sacramento,2010,Female,23,724678,3.174,2.012,4.762
93794,Psittacosis,Marin,2010,Male,0,124301,0.0,0.0,2.968
44160,E. coli O157,Tulare,2010,Female,1,221174,0.452,0.011000000000000001,2.519
52988,Gonorrhea,Sonoma,2009,Male,61,236628,25.779,19.719,33.113
54340,Hantavirus Infection,Mariposa,2010,Female,0,8958,0.0,0.0,41.17100000000001
24542,Cholera,Tehama,2010,Female,0,31845,0.0,0.0,11.583
39899,Diphtheria,Imperial,2008,Female,0,82512,0.0,0.0,4.471
84858,Mumps,Mariposa,2013,Female,0,8836,0.0,0.0,41.74
17527,Campylobacteriosis,Alpine,2013,Female,0,533,0.0,0.0,689.7080000000001
70438,Leprosy,Kings,2001,Male,0,75993,0.0,0.0,4.854
62146,Leptospirosis,Siskiyou,2002,Male,0,21881,0.0,0.0,16.857
48136,Early Syphilis,Tehama,2004,Male,0,29516,0.0,0.0,12.497
25516,Ciguatera Fish Poisoning,Kings,2012,Female,0,65236,0.0,0.0,5.655
102007,Relapsing Fever,San Mateo,2012,Female,0,374158,0.0,0.0,0.986
114150,Spotted Fever Rickettsiosis,San Luis Obispo,2011,Male,0,138441,0.0,0.0,2.665
109835,Shiga Toxin Positive Feces (without culture confirmation),Tulare,2011,Male,2,224201,0.892,0.10800000000000001,3.222
118283,Streptococcal Infection (cases in food and dairy workers),Sonoma,2013,Male,0,242017,0.0,0.0,1.524
13385,"Botulism, Wound",Marin,2005,Male,0,121710,0.0,0.0,3.031
15078,Brucellosis,Stanislaus,2012,Female,0,264121,0.0,0.0,1.3969999999999998
87818,Paralytic Shellfish Poisoning,Yolo,2007,Male,0,94929,0.0,0.0,3.886
113824,Spotted Fever Rickettsiosis,Riverside,2001,Female,0,814467,0.0,0.0,0.45299999999999996
96754,Q Fever,Sacramento,2005,Male,0,664649,0.0,0.0,0.555
77133,Lyme Disease,California,2003,Female,35,17783924,0.19699999999999998,0.13699999999999998,0.27399999999999997
103032,Rubella,Los Angeles,2011,Female,0,4999643,0.0,0.0,0.07400000000000001
7673,"Botulism, Foodborne",Calaveras,2005,Male,0,22346,0.0,0.0,16.507
40667,Diphtheria,Placer,2012,Female,0,184207,0.0,0.0,2.003
136623,Varicella Hospitalizations,Santa Barbara,2010,Female,0,211115,0.0,0.0,1.7469999999999999
123597,Toxic Shock Syndrome (Non-Streptococcal),Yuba,2014,Female,0,36503,0.0,0.0,10.105
134709,Typhus Fever,Napa,2009,Male,0,67714,0.0,0.0,5.4479999999999995
140537,Yersiniosis,Nevada,2007,Male,0,48700,0.0,0.0,7.574
39380,Diphtheria,Alameda,2003,Male,0,719986,0.0,0.0,0.512
102242,Relapsing Fever,Siskiyou,2001,Male,0,21811,0.0,0.0,16.912
31825,Cryptosporidiosis,Kern,2002,Female,1,338203,0.29600000000000004,0.006999999999999999,1.6469999999999998
11259,"Botulism, Other",Orange,2009,Male,0,1486067,0.0,0.0,0.248
24060,Cholera,San Mateo,2003,Male,0,345665,0.0,0.0,1.067
34447,Cysticercosis or Taeniasis,Alameda,2007,Male,1,724347,0.138,0.003,0.769
25928,Ciguatera Fish Poisoning,Mono,2009,Male,0,7551,0.0,0.0,48.841
126248,Tuberculosis,Butte,2003,Male,4,103625,3.86,1.052,9.883
101428,Relapsing Fever,Napa,2001,Female,0,63209,0.0,0.0,5.836
128260,Tuberculosis,Tehama,2005,Female,2,30447,6.569,0.7959999999999999,23.726999999999997
8212,"Botulism, Foodborne",Lassen,2003,Female,0,12307,0.0,0.0,29.969
47171,Early Syphilis,Nevada,2005,Female,0,49469,0.0,0.0,7.457000000000001
18975,Campylobacteriosis,San Diego,2004,Male,290,1488296,19.485,17.307000000000002,21.862
42568,E. coli O157,Lake,2002,Female,0,30720,0.0,0.0,12.007
97947,"Rabies, human",Amador,2011,Female,0,16886,0.0,0.0,21.843000000000004
83292,Measles,Nevada,2012,Male,0,48436,0.0,0.0,7.6160000000000005
96144,Q Fever,Los Angeles,2012,Female,0,5040999,0.0,0.0,0.073
19679,Campylobacteriosis,Tulare,2006,Female,60,207930,28.855999999999998,22.021,37.141999999999996
82303,Measles,Colusa,2005,Female,0,10072,0.0,0.0,36.618
107400,Scombroid Fish Poisoning,Plumas,2008,Male,0,10170,0.0,0.0,36.266
80906,Malaria,Placer,2009,Female,1,175968,0.568,0.013999999999999999,3.1660000000000004
82337,Measles,Contra Costa,2002,Male,0,477223,0.0,0.0,0.773
24264,Cholera,Sierra,2001,Male,0,1815,0.0,0.0,203.03799999999998
116871,Streptococcal Infection (cases in food and dairy workers),Kings,2006,Female,0,63016,0.0,0.0,5.854
128276,Tuberculosis,Tehama,2010,Male,0,31631,0.0,0.0,11.662
30040,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Glenn,2014,Male,0,14508,0.0,0.0,25.423000000000002
106338,Scombroid Fish Poisoning,Colusa,2009,Male,0,10897,0.0,0.0,33.847
95918,Q Fever,Inyo,2006,Male,0,9154,0.0,0.0,40.29
73925,Leptospirosis,San Luis Obispo,2003,Female,0,124474,0.0,0.0,2.964
47928,Early Syphilis,Siskiyou,2005,Female,0,22711,0.0,0.0,16.241
4240,Anaplasmosis and Ehrlichiosis,San Mateo,2011,Male,0,357931,0.0,0.0,1.031
20894,Chlamydia,Merced,2004,Male,198,117878,167.97,145.403,193.043
112606,Spotted Fever Rickettsiosis,Butte,2001,Female,0,104697,0.0,0.0,3.523
78033,Lyme Disease,Marin,2009,Female,0,127284,0.0,0.0,2.898
51526,Gonorrhea,Inyo,2013,Male,1,9451,10.581,0.268,58.93899999999999
87461,Paralytic Shellfish Poisoning,Solano,2014,Male,0,213287,0.0,0.0,1.73
119642,Tetanus,Mendocino,2009,Female,0,43794,0.0,0.0,8.423
55451,Hantavirus Infection,Sonoma,2001,Male,0,228786,0.0,0.0,1.6119999999999999
83465,Measles,Riverside,2014,Female,6,1152765,0.52,0.191,1.133
3145,Anaplasmosis and Ehrlichiosis,Kern,2012,Male,0,444012,0.0,0.0,0.831
135328,Typhus Fever,Santa Barbara,2014,Female,0,217149,0.0,0.0,1.699
127562,Tuberculosis,San Benito,2007,Male,0,27583,0.0,0.0,13.373
107555,Scombroid Fish Poisoning,San Bernardino,2004,Female,0,954481,0.0,0.0,0.386
55941,Hemolytic Uremic Syndrome,Alameda,2010,Male,1,742365,0.135,0.003,0.7509999999999999
33793,Cyclosporiasis,El Dorado,2013,Male,0,91450,0.0,0.0,4.034
68981,Legionellosis,San Joaquin,2011,Female,1,347567,0.28800000000000003,0.006999999999999999,1.6030000000000002
54753,Hantavirus Infection,Plumas,2007,Male,0,10277,0.0,0.0,35.888000000000005
86672,Paralytic Shellfish Poisoning,Nevada,2014,Male,0,48602,0.0,0.0,7.59
83219,Measles,Napa,2002,Female,0,64104,0.0,0.0,5.754
111449,Shigellosis,San Benito,2005,Female,6,27399,21.898000000000003,8.037,47.658
40730,Diphtheria,Riverside,2005,Female,0,972165,0.0,0.0,0.379
133017,"Typhoid Fever, case",Siskiyou,2010,Female,0,22504,0.0,0.0,16.391
36388,Cysticercosis or Taeniasis,Siskiyou,2004,Female,0,22642,0.0,0.0,16.291
64968,Invasive Meningococcal Disease,Calaveras,2005,Female,0,22427,0.0,0.0,16.447
51630,Gonorrhea,Lake,2006,Female,7,31980,21.888,8.801,45.093999999999994
95065,Psittacosis,Tehama,2007,Male,0,30836,0.0,0.0,11.962
128444,Tuberculosis,Ventura,2010,Male,18,409841,4.3919999999999995,2.603,6.941
17870,Campylobacteriosis,Glenn,2001,Female,0,13154,0.0,0.0,28.04
65508,Invasive Meningococcal Disease,Lake,2011,Male,0,32327,0.0,0.0,11.41
26700,Ciguatera Fish Poisoning,Santa Cruz,2014,Female,0,135956,0.0,0.0,2.713
114047,Spotted Fever Rickettsiosis,San Francisco,2005,Female,0,383701,0.0,0.0,0.961
84939,Mumps,Napa,2010,Male,0,68716,0.0,0.0,5.367999999999999
32171,Cryptosporidiosis,Mendocino,2005,Female,0,44108,0.0,0.0,8.363
11980,"Botulism, Other",Siskiyou,2011,Male,0,22392,0.0,0.0,16.473
90185,Pertussis,Trinity,2006,Male,0,7105,0.0,0.0,51.906000000000006
117999,Streptococcal Infection (cases in food and dairy workers),Santa Clara,2003,Female,0,838473,0.0,0.0,0.44
128573,Tularemia,California,2011,Male,3,18691131,0.016,0.003,0.047
98561,"Rabies, human",Lassen,2011,Male,0,22212,0.0,0.0,16.605999999999998
116453,Streptococcal Infection (cases in food and dairy workers),Colusa,2008,Male,0,10809,0.0,0.0,34.122
137769,Vibrio Infection (non-Cholera),Marin,2012,Male,0,124940,0.0,0.0,2.952
60909,"Hepatitis E, acute infection",Placer,2014,Male,1,180616,0.5539999999999999,0.013999999999999999,3.085
53496,Hantavirus Infection,Alpine,2003,Male,0,653,0.0,0.0,563.32
52555,Gonorrhea,San Joaquin,2005,Male,366,324668,112.73100000000001,101.48100000000001,124.885
131035,"Typhoid Fever, case",California,2006,Male,34,18028441,0.18899999999999997,0.131,0.264
32638,Cryptosporidiosis,Sacramento,2006,Female,6,700564,0.856,0.314,1.864
85398,Mumps,Yuba,2013,Male,0,36698,0.0,0.0,10.051
103497,Rubella,Stanislaus,2010,Male,0,254855,0.0,0.0,1.4469999999999998
59231,"Hepatitis B, Acute",Humboldt,2011,Male,0,68198,0.0,0.0,5.409
93358,Psittacosis,Glenn,2005,Female,0,13636,0.0,0.0,27.049
137147,Vibrio Infection (non-Cholera),Contra Costa,2001,Female,1,497442,0.201,0.005,1.12
79291,Lyme Disease,Sutter,2011,Female,0,47704,0.0,0.0,7.733
4011,Anaplasmosis and Ehrlichiosis,San Bernardino,2005,Female,0,975953,0.0,0.0,0.37799999999999995
122277,Toxic Shock Syndrome (Non-Streptococcal),Monterey,2010,Female,0,202106,0.0,0.0,1.825
13488,"Botulism, Wound",Mendocino,2011,Male,0,44179,0.0,0.0,8.349
2866,Anaplasmosis and Ehrlichiosis,El Dorado,2003,Male,0,83795,0.0,0.0,4.402
13520,"Botulism, Wound",Merced,2008,Female,0,125498,0.0,0.0,2.9389999999999996
79570,Lyme Disease,Yuba,2006,Female,0,34418,0.0,0.0,10.717
122587,Toxic Shock Syndrome (Non-Streptococcal),San Benito,2001,Female,0,27085,0.0,0.0,13.619000000000002
77331,Lyme Disease,Butte,2013,Female,0,111548,0.0,0.0,3.307
89203,Pertussis,Orange,2008,Male,16,1477630,1.083,0.619,1.758
9407,"Botulism, Foodborne",Shasta,2014,Female,0,90621,0.0,0.0,4.071000000000001
97425,Q Fever,Stanislaus,2005,Female,0,252209,0.0,0.0,1.463
93173,Psittacosis,Colusa,2013,Male,0,11142,0.0,0.0,33.102
127070,Tuberculosis,Mendocino,2011,Male,0,44179,0.0,0.0,8.349
116404,Streptococcal Infection (cases in food and dairy workers),Calaveras,2006,Female,0,22693,0.0,0.0,16.254
91407,"Plague, human",Mendocino,2007,Female,0,43887,0.0,0.0,8.405
99706,"Rabies, human",Sierra,2007,Male,0,1696,0.0,0.0,217.268
97659,Q Fever,Tuolumne,2013,Female,0,25479,0.0,0.0,14.477
90577,"Plague, human",Amador,2011,Female,0,16886,0.0,0.0,21.843000000000004
102664,Relapsing Fever,Yolo,2002,Female,0,91782,0.0,0.0,4.019
138825,Vibrio Infection (non-Cholera),Sierra,2014,Male,0,1556,0.0,0.0,236.794
76776,Listeriosis,Stanislaus,2010,Male,0,254855,0.0,0.0,1.4469999999999998
119733,Tetanus,Modoc,2013,Male,0,4761,0.0,0.0,77.45100000000001
64033,Influenza Death (<65 years of age),Los Angeles,2013,Female,17,5073236,0.335,0.195,0.537
75190,Listeriosis,Humboldt,2013,Male,0,67922,0.0,0.0,5.431
133342,"Typhoid Fever, case",Tuolumne,2006,Male,0,29888,0.0,0.0,12.342
3945,Anaplasmosis and Ehrlichiosis,Sacramento,2011,Female,0,729502,0.0,0.0,0.506
70606,Leprosy,Madera,2001,Male,0,60630,0.0,0.0,6.084
105599,Salmonellosis,Siskiyou,2010,Female,1,22504,4.444,0.113,24.756
119371,Tetanus,Lake,2002,Male,0,30285,0.0,0.0,12.18
34837,Cysticercosis or Taeniasis,Fresno,2011,Female,0,469845,0.0,0.0,0.785
38429,Dengue,San Diego,2008,Male,0,1532607,0.0,0.0,0.24100000000000002
62872,HIV,San Luis Obispo,2001,Female,1,122459,0.8170000000000001,0.021,4.55
35601,Cysticercosis or Taeniasis,Napa,2012,Male,0,69367,0.0,0.0,5.318
13737,"Botulism, Wound",Nevada,2010,Female,0,49853,0.0,0.0,7.399
107729,Scombroid Fish Poisoning,San Luis Obispo,2006,Female,0,127659,0.0,0.0,2.89
6651,Babesiosis,San Luis Obispo,2002,Female,0,123484,0.0,0.0,2.987
31345,Cryptosporidiosis,Amador,2010,Male,1,20745,4.82,0.122,26.855
76665,Listeriosis,Solano,2001,Male,1,202277,0.494,0.013000000000000001,2.7539999999999996
139464,Yersiniosis,Amador,2009,Female,0,17197,0.0,0.0,21.448
130180,Tularemia,San Joaquin,2001,Male,0,293540,0.0,0.0,1.2570000000000001
43121,E. coli O157,Orange,2001,Male,5,1433646,0.349,0.113,0.8140000000000001
12712,"Botulism, Wound",Calaveras,2005,Female,0,22427,0.0,0.0,16.447
135104,Typhus Fever,San Diego,2009,Male,0,1546121,0.0,0.0,0.239
